Species_ID,Category,Family,Scientific_Name,Common_Names,Record_Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation_Status
GRSM-4074,Nonvascular Plant,Jungermanniaceae,Jungermannia leiantha,None,In Review,Present,Native,Rare,,
GRSM-4080,Nonvascular Plant,Lepidoziaceae,Bazzania trilobata,Threelobed Bazzania,In Review,Present,Native,Common,,
GRSM-4084,Nonvascular Plant,Lophocoleaceae,Chiloscyphus polyanthos,None,In Review,Present,Native,Rare,,
GRSM-4086,Nonvascular Plant,Lophocoleaceae,Chiloscyphus polyanthos var. rivularis,None,In Review,Present,Native,Rare,,
GRSM-4089,Nonvascular Plant,Lophocoleaceae,Lophocolea bidentata,None,In Review,Present,Native,Rare,,
GRSM-4101,Nonvascular Plant,Plagiochilaceae,Plagiochila corniculata,None,In Review,Present,,,,
GRSM-4107,Nonvascular Plant,Plagiochilaceae,Plagiochila retrorsa,None,In Review,Present,Native,Uncommon,,
GRSM-4108,Nonvascular Plant,Plagiochilaceae,Plagiochila sciophila,None,In Review,Present,Native,Unknown,,
GRSM-4123,Nonvascular Plant,Scapaniaceae,Diplophyllum apiculatum var. taxifolioides,None,In Review,Present,,,,
GRSM-4126,Nonvascular Plant,Scapaniaceae,Diplophyllum obtusifolium,None,In Review,Present,Native,Rare,,
GRSM-4127,Nonvascular Plant,Scapaniaceae,Diplophyllum taxifolium,None,In Review,Present,Native,Rare,,
GRSM-4138,Nonvascular Plant,Scapaniaceae,Scapania nemorea,None,In Review,Present,Native,Common,,
GRSM-4141,Nonvascular Plant,Scapaniaceae,Sphenolobopsis pearsonii,None,In Review,Present,Native,Rare,,Species of Concern
GRSM-4166,Nonvascular Plant,Notothyladaceae,Notothylas orbicularis,Round Notothylas,In Review,Present,Native,Rare,,
GRSM-4176,Nonvascular Plant,Orthotrichaceae,Orthotrichum strangulatum,Strangulate Orthotrichum Moss,In Review,Present,Native,Rare,,
GRSM-4197,Nonvascular Plant,Polytrichaceae,Polytrichum juniperinum var. affine,None,In Review,Present,,,,
GRSM-4203,Nonvascular Plant,Frullaniaceae,Frullania eboracensis,None,In Review,Present,Native,Rare,,
GRSM-4205,Nonvascular Plant,Frullaniaceae,Frullania inflata,None,In Review,Present,Native,Rare,,
GRSM-4212,Nonvascular Plant,Frullaniaceae,Frullania tamarisci ssp. asagrayana,None,In Review,Present,Native,Common,,
GRSM-4214,Nonvascular Plant,Lejeuneaceae,Cololejeunea biddlecomiae,None,In Review,Present,Native,Uncommon,,
GRSM-4223,Nonvascular Plant,Lejeuneaceae,Lejeunea ruthii,None,In Review,Present,Native,Rare,,
GRSM-4227,Nonvascular Plant,Lejeuneaceae,Leucolejeunea clypeata,None,In Review,Present,Native,Common,,
GRSM-4246,Nonvascular Plant,Pottiaceae,Didymodon fallax,Didymodon Moss,In Review,Present,Native,Rare,,
GRSM-4247,Nonvascular Plant,Pottiaceae,Didymodon fallax var. reflexus,Didymodon Moss,In Review,Present,Native,Rare,,
GRSM-4256,Nonvascular Plant,Pottiaceae,Leptodontium flexifolium,Pale-Margined Leptodontium,In Review,Present,Native,Rare,,
GRSM-4264,Nonvascular Plant,Pottiaceae,Tortula fragilis,Fragmented Screw-Moss,In Review,Present,,,,
GRSM-4279,Nonvascular Plant,Sphagnaceae,Sphagnum palustre,Prairie Sphagnum,In Review,Present,Native,Uncommon,,
GRSM-4282,Nonvascular Plant,Sphagnaceae,Sphagnum squarrosum,Sphagnum,In Review,Present,Native,Rare,,
GRSM-4296,Crab/Lobster/Shrimp,Cyprididae,Cyclocypris,None,In Review,,,,,
GRSM-4306,Slug/Snail,Pleuroceridae,Elimia,None,In Review,,,,,
GRSM-4311,Slug/Snail,Discidae,Discus nigrimontanus,Black Mountain Disc,In Review,,,,,
GRSM-4315,Slug/Snail,Haplotrematidae,Haplotrema kendeighi,"Blue-Foot Lancetooth, Blue-Footed Lancetooth",In Review,,,,,
GRSM-4316,Slug/Snail,Helicarionidae,Guppya sterkii,None,In Review,,,,,
GRSM-4323,Slug/Snail,Polygyridae,Appalachina chilhoweensis,A Snail,In Review,Present,,,,
GRSM-4325,Slug/Snail,Polygyridae,Fumonelix jonesiana,Newfound Gap Helix,In Review,Present,,,,
GRSM-4335,Slug/Snail,Polygyridae,Mesodon altivagus,Wandering Globe,In Review,Present,,,,
GRSM-4336,Slug/Snail,Polygyridae,Mesodon andrewsae,A Snail,In Review,Present,,,,
GRSM-4337,Slug/Snail,Polygyridae,Mesodon chilhoweensis,Queen Crater,In Review,,,,,
GRSM-4360,Slug/Snail,Pupillidae,Vertigo ovata,Ovate Vertigo,In Review,,,,,Species of Concern
GRSM-4382,Slug/Snail,Zonitidae,Ventridens collisella,A Snail,In Review,Present,,,,
GRSM-4392,Spider/Scorpion,,Ceratinopsis nigripalpus,None,In Review,,,,,
GRSM-4395,Spider/Scorpion,,Linyphinae,None,In Review,,,,,
GRSM-4396,Spider/Scorpion,,Origantes rostratus,None,In Review,,,,,
GRSM-4400,Spider/Scorpion,,Walkenaeria spiralis,None,In Review,,,,,
GRSM-4402,Spider/Scorpion,Agelenidae,Agelenopsis potteri,None,In Review,Present,,,,
GRSM-4414,Spider/Scorpion,Antrodiaetidae,Antrodiaetus unicolor,None,In Review,,,,,
GRSM-4422,Spider/Scorpion,Dictynidae,Cicurina breviaria,None,In Review,,,,,
GRSM-4431,Spider/Scorpion,Linyphiidae,Bathyphantes bishopi,None,In Review,,,,,
GRSM-4444,Spider/Scorpion,Linyphiidae,Drapetisca alteranda,None,In Review,Present,,,,
GRSM-4445,Spider/Scorpion,Linyphiidae,Eperigone bryantae,None,In Review,,,,,
GRSM-4448,Spider/Scorpion,Linyphiidae,Gonatium crassipalpum,None,In Review,,,,,
GRSM-4450,Spider/Scorpion,Linyphiidae,Grammonota ornata,None,In Review,,,,,
GRSM-4456,Spider/Scorpion,Linyphiidae,Linyphiidae,"Dwarf Weavers, Sheetweb Weavers",In Review,,,,,
GRSM-4457,Spider/Scorpion,Linyphiidae,Meioneta angulata,None,In Review,,,,,
GRSM-4461,Spider/Scorpion,Linyphiidae,Meioneta species,None,In Review,,,,,
GRSM-4472,Spider/Scorpion,Nesticidae,Nesticus reclusus,None,In Review,Present,,,,
GRSM-4477,Spider/Scorpion,Segestriidae,Ariadna bicolor,None,In Review,Present,,,,
GRSM-4480,Spider/Scorpion,Theridiidae,Latrodectus variolus,Widow Spider,In Review,Present,,,,
GRSM-4497,Insect,,Bomolocha appalachiensis,None,In Review,Present,,,,
GRSM-4503,Insect,,Boonacris variegata,None,In Review,,,,,
GRSM-4508,Insect,,Chinavia hilare,None,In Review,,,,,
GRSM-4512,Insect,,Clistoabdominalis,None,In Review,,,,,
GRSM-4518,Insect,,Dicranomyia globithorax globithorax,None,In Review,,,,,
GRSM-4532,Insect,,Glabromyzus rhois,None,In Review,,,,,
GRSM-4547,Insect,,Phylidorea,None,In Review,,,,,
GRSM-4549,Insect,,Platysenta vecors,None,In Review,Present,,,,
GRSM-4557,Insect,,Rhipidia species,None,In Review,,,,,
GRSM-4559,Insect,,Sikiana harti,None,In Review,,,,,
GRSM-4560,Insect,,Symplecta cana,None,In Review,,,,,
GRSM-4561,Insect,,Synedoida grandirena,None,In Review,Present,,,,
GRSM-4562,Insect,,Thynata calcaeta,None,In Review,,,,,
GRSM-4565,Insect,,Tricyphona auripennis auripennis,None,In Review,,,,,
GRSM-4567,Insect,,Tricyphona huffae,None,In Review,,,,,
GRSM-4568,Insect,,Tricyphona vernalis vernalis,None,In Review,,,,,
GRSM-4571,Insect,Apatelodidae,Apatelodes torrefacta,None,In Review,Present,,,,
GRSM-4577,Insect,Arctiidae,Ecpantheria scribonia,"Giant Leopard Moth, Great Leopard Moth",In Review,Present,,,,
GRSM-4579,Insect,Arctiidae,Grammia arge,None,In Review,Present,,,,
GRSM-4581,Insect,Arctiidae,Grammia parthenice intermedia,None,In Review,Present,,,,
GRSM-4600,Insect,Carabidae,Pterostichus carolinus fumorum,A Ground Beetle,In Review,Present,,,,
GRSM-4614,Insect,Chrysomelidae,Leptinotarsa decemlineata,None,In Review,Present,,,,
GRSM-4623,Insect,Dryopidae,Helichus basalis,None,In Review,,,,,
GRSM-4626,Insect,Dytiscidae,Hydroporus,None,In Review,,,,,
GRSM-4649,Insect,Gyrinidae,Gyrinus,None,In Review,,,,,
GRSM-4654,Insect,Hydroscaphidae,Hydroscapha,None,In Review,,,,,
GRSM-4655,Insect,Lampyridae,Lampyridae,Firefly Larvae,In Review,,,,,
GRSM-4667,Insect,Sphaeriidae,Sphaeriidae,None,In Review,,,,,
GRSM-4671,Insect,Acroceridae,Eulonchus marialiciae,None,In Review,,,,,Species of Concern
GRSM-4695,Insect,Ceratopogonidae,Sphaeromias,None,In Review,,,,,
GRSM-4703,Insect,Chironomidae,Brillia parva,None,In Review,,,,,
GRSM-4707,Insect,Chironomidae,Cardiocladius obscurus,None,In Review,,,,,
GRSM-4708,Insect,Chironomidae,Chaetocladius,None,In Review,,,,,
GRSM-4716,Insect,Chironomidae,Conchapelopia,None,In Review,,,,,
GRSM-4718,Insect,Chironomidae,Corynoneura lobata,None,In Review,,,,,
GRSM-4724,Insect,Chironomidae,Cricotopus varipes,None,In Review,,,,,
GRSM-4727,Insect,Chironomidae,Cryptochironomus blarina,None,In Review,,,,,
GRSM-4733,Insect,Chironomidae,Dicrotendipes,None,In Review,,,,,
GRSM-4738,Insect,Chironomidae,Epoicocladius flavens,None,In Review,,,,,
GRSM-4742,Insect,Chironomidae,Eukiefferiella claripennis,None,In Review,,,,,
GRSM-4753,Insect,Chironomidae,Krenopelopia,None,In Review,,,,,
GRSM-4770,Insect,Chironomidae,Nilothauma,None,In Review,,,,,
GRSM-4776,Insect,Chironomidae,Pagastia,None,In Review,,,,,
GRSM-4781,Insect,Chironomidae,Parachaetocladius hudsoni,None,In Review,,,,,
GRSM-4782,Insect,Chironomidae,Parachironomus,None,In Review,,,,,
GRSM-4783,Insect,Chironomidae,Paracladopelma,None,In Review,,,,,
GRSM-4790,Insect,Chironomidae,Paramerina,None,In Review,,,,,
GRSM-4798,Insect,Chironomidae,Polypedilum,None,In Review,,,,,
GRSM-4800,Insect,Chironomidae,Polypedilum fallax,None,In Review,,,,,
GRSM-4817,Insect,Chironomidae,Rheocricotopus tuberculatus,None,In Review,,,,,
GRSM-4834,Insect,Chironomidae,Tanytarsini,None,In Review,,,,,
GRSM-4836,Insect,Chironomidae,Tanytarsus limneticus,None,In Review,,,,,
GRSM-4844,Insect,Chironomidae,Tvetenia bavarica,None,In Review,,,,,
GRSM-4868,Insect,Empididae,Hemerodromia,None,In Review,,,,,
GRSM-4879,Insect,Oestridae,Cephenemyia phobifer,None,In Review,,,,,
GRSM-4880,Insect,Oestridae,Cuterebra,None,In Review,,,,,
GRSM-4885,Insect,Pipunculidae,Dorylomorpha flavomaculata,None,In Review,,,,,
GRSM-4886,Insect,Pipunculidae,Elmohardyia species,None,In Review,,,,,
GRSM-4890,Insect,Pipunculidae,Pipunculus cingulatus,None,In Review,,,,,
GRSM-4903,Insect,Simuliidae,Simulium jenningsi,None,In Review,,,,,
GRSM-4910,Insect,Syrphidae,Sphaerophoria contigua,None,In Review,,,,,
GRSM-4916,Insect,Syrphidae,Toxomerus geminatus,None,In Review,,,,,
GRSM-4941,Insect,Tephritidae,Gymnocarena,None,In Review,,,,,
GRSM-4948,Insect,Tephritidae,Neaspilota vernoniae,None,In Review,,,,,
GRSM-4958,Insect,Tephritidae,Stenopa vulnerata,None,In Review,,,,,
GRSM-4994,Insect,Tipulidae,Dicranomyia macateei,None,In Review,,,,,
GRSM-5000,Insect,Tipulidae,Dicranota,None,In Review,,,,,
GRSM-5001,Insect,Tipulidae,Dicranota flaveola,None,In Review,,,,,
GRSM-5018,Insect,Tipulidae,Gonomyia,None,In Review,,,,,
GRSM-5020,Insect,Tipulidae,Helius,None,In Review,,,,,
GRSM-5036,Insect,Tipulidae,Limonia tristigma,None,In Review,,,,,
GRSM-5042,Insect,Tipulidae,Molophilus hirthipennis,None,In Review,,,,,
GRSM-5046,Insect,Tipulidae,Nephrotoma,None,In Review,,,,,
GRSM-5051,Insect,Tipulidae,Nephrotoma virescens,None,In Review,,,,,
GRSM-5052,Insect,Tipulidae,Orimarga,None,In Review,,,,,
GRSM-5070,Insect,Tipulidae,Pseudolimnophila australina,None,In Review,,,,,
GRSM-5072,Insect,Tipulidae,Pseudolimnophila inornata inornata,None,In Review,,,,,
GRSM-5082,Insect,Tipulidae,Tipula apicalis,None,In Review,,,,,
GRSM-5103,Insect,Tipulidae,Tipula triplex triplex,None,In Review,,,,,
GRSM-5110,Insect,Tipulidae,Ula,None,In Review,,,,,
GRSM-5122,Insect,Ameletidae,Ameletus cryptostimulus,None,In Review,,,,,
GRSM-5145,Insect,Baetidae,Paracloeodes,None,In Review,,,,,
GRSM-5157,Insect,Caenidae,Caenis,None,In Review,,,,,
GRSM-5158,Insect,Caenidae,Caenis anceps,None,In Review,,,,,
GRSM-5161,Insect,Caenidae,Caenis macafferti,None,In Review,,,,,
GRSM-5180,Insect,Ephemerellidae,Ephemerella rotunda,None,In Review,,,,,
GRSM-5183,Insect,Ephemerellidae,Eurylophella,None,In Review,,,,,
GRSM-5184,Insect,Ephemerellidae,Eurylophella funeralis,None,In Review,,,,,
GRSM-5191,Insect,Ephemerellidae,Serratella serratoides,None,In Review,,,,,
GRSM-5194,Insect,Ephemerellidae,Timpanoga simplex,None,In Review,,,,,
GRSM-5202,Insect,Heptageniidae,Epeorus dispar,None,In Review,,,,,
GRSM-5205,Insect,Heptageniidae,Epeorus rubidus,None,In Review,,,,,
GRSM-5216,Insect,Heptageniidae,Leucrocuta thetis,None,In Review,,,,,
GRSM-5241,Insect,Isonychiidae,Isonychia rufa,None,In Review,,,,,
GRSM-5268,Insect,Achilidae,Synecdoche impunctata,None,In Review,,,,,
GRSM-5270,Insect,Adelgidae,Pineus strobi,Pine Bark Adelgid,In Review,Present,,,,
GRSM-5272,Insect,Aphididae,Anoecia corni,None,In Review,,,,,
GRSM-5280,Insect,Aphididae,Aulacorthum,None,In Review,,,,,
GRSM-5290,Insect,Aphididae,Cinara vandykei,None,In Review,,,,,
GRSM-5291,Insect,Aphididae,Drepanaphis saccharini,None,In Review,,,,,
GRSM-5300,Insect,Aphididae,Macrosiphoniella tapuskae,None,In Review,,,,,
GRSM-5309,Insect,Aphididae,Rhopalosiphum padi,Oat-Birdcherry Aphid,In Review,,,,,
GRSM-5314,Insect,Aphididae,Tetraneura ulmi,None,In Review,,,,,
GRSM-5323,Insect,Cicadellidae,Agalliota quadrapunctatus,None,In Review,,,,,
GRSM-5330,Insect,Cicadellidae,Bandara johnsoni,None,In Review,,,,,
GRSM-5345,Insect,Cicadellidae,Graminella colonus,None,In Review,,,,,
GRSM-5346,Insect,Cicadellidae,Graminella fitchii,None,In Review,,,,,
GRSM-5355,Insect,Cicadellidae,Japananus hyalinus,None,In Review,,,,,
GRSM-5365,Insect,Cicadellidae,Oncopsis sobrius,None,In Review,,,,,
GRSM-5371,Insect,Cicadellidae,Parabolocratus flavidus,None,In Review,,,,,
GRSM-5378,Insect,Cicadellidae,Planicephalus flavicosta,None,In Review,,,,,
GRSM-5386,Insect,Cicadellidae,Ponana puncticollis,None,In Review,,,,,
GRSM-5389,Insect,Cicadellidae,Prescottia lobatus,None,In Review,,,,,
GRSM-5390,Insect,Cicadellidae,Psammotettix lividella,None,In Review,,,,,
GRSM-5392,Insect,Cicadellidae,Scaphoideus sp. 2,None,In Review,,,,,
GRSM-5398,Insect,Cicadellidae,Stirellus obtutus,None,In Review,,,,,
GRSM-5399,Insect,Cicadellidae,Stirellus sp. 2,None,In Review,,,,,
GRSM-5405,Insect,Cixiidae,Cixius,None,In Review,,,,,
GRSM-5411,Insect,Cixiidae,Myndus,None,In Review,,,,,
GRSM-5414,Insect,Delphacidae,Delphacodes alexanderi,None,In Review,,,,,
GRSM-5418,Insect,Delphacidae,Delphacodes puella,None,In Review,,,,,
GRSM-5436,Insect,Delphacidae,Stenocranus lautus,None,In Review,,,,,
GRSM-5438,Insect,Delphacidae,Toya propinqua,None,In Review,,,,,
GRSM-5440,Insect,Delphacidae,Toya sp. B,None,In Review,,,,,
GRSM-5441,Insect,Derbidae,Anotia uhleri,None,In Review,,,,,
GRSM-5452,Insect,Flatidae,Metcalfa pruniosa,None,In Review,,,,,
GRSM-5468,Insect,Membracidae,Campylenchia latipes,None,In Review,,,,,
GRSM-5473,Insect,Membracidae,Cyrtolobus inermis,None,In Review,,,,,
GRSM-5477,Insect,Membracidae,Cyrtolobus vau,None,In Review,,,,,
GRSM-5483,Insect,Membracidae,Micrutalis calva,None,In Review,,,,,
GRSM-5505,Insect,Pentatomidae,Acrosternum hilare,None,In Review,Present,,,,
GRSM-5506,Insect,Pentatomidae,Banasa calva,None,In Review,,,,,
GRSM-5507,Insect,Pentatomidae,Banasa dimiata,Banasa Stink Bug,In Review,,,,,
GRSM-5511,Insect,Pentatomidae,Coenus delius,None,In Review,,,,,
GRSM-5513,Insect,Pentatomidae,Euschistus servus,None,In Review,,,,,
GRSM-5517,Insect,Pentatomidae,Menecles insertus,None,In Review,,,,,
GRSM-5519,Insect,Pentatomidae,Oebalus pugnax,None,In Review,,,,,
GRSM-5539,Insect,Andrenidae,Andrena ziziaeformis,None,Approved,Present,Native,Unknown,,
GRSM-5549,Insect,Apidae,Ceratina dupla,None,Approved,Present,Native,Unknown,,
GRSM-5551,Insect,Apidae,Ceratina strenua,None,Approved,Present,Native,Unknown,,
GRSM-5563,Insect,Argidae,Arge quidia,None,In Review,,,,,
GRSM-5568,Insect,Argidae,Sterictiphora cruenta,None,In Review,,,,,
GRSM-5570,Insect,Argidae,Sterictiphora sericea,None,In Review,,,,,
GRSM-5571,Insect,Argidae,Sterictiphora serotina,None,In Review,,,,,
GRSM-5574,Insect,Aulacidae,Pristaulacus strangaliae,None,In Review,,,,,
GRSM-5588,Insect,Chalcididae,Conura phais,None,In Review,,,,,
GRSM-5604,Insect,Eurytomidae,Sycophila species,None,In Review,,,,,
GRSM-5610,Insect,Formicidae,Aphaenogaster fulva,None,In Review,,,,,
GRSM-5620,Insect,Formicidae,Crematogaster ashmeadi,None,In Review,,,,,
GRSM-5629,Insect,Formicidae,Lasius,None,In Review,,,,,
GRSM-5661,Insect,Halictidae,Halictus,None,Approved,Present,Native,Unknown,,
GRSM-5668,Insect,Halictidae,Lasioglossum ceanothi,None,Approved,Present,Native,Unknown,,
GRSM-5672,Insect,Halictidae,Lasioglossum ephialtum,None,Approved,Present,Native,Unknown,,
GRSM-5680,Insect,Halictidae,Lasioglossum pilosum,None,Approved,Present,Native,Unknown,,
GRSM-5691,Insect,Megachilidae,Megachile mendica,None,Approved,Present,Native,Unknown,,
GRSM-5694,Insect,Megachilidae,Osmia atriventris,None,Approved,Present,Native,Unknown,,
GRSM-5696,Insect,Megachilidae,Osmia cornifrons,None,Approved,Present,Native,Unknown,,
GRSM-5707,Insect,Pamphiliidae,Cephalcia marginata,None,In Review,,,,,
GRSM-5717,Insect,Pergidae,Acordulecera mellina,None,In Review,,,,,
GRSM-5724,Insect,Pompilidae,Ceropales maculata,None,In Review,,,,,
GRSM-5726,Insect,Pompilidae,Dipogon papago,None,In Review,,,,,
GRSM-5733,Insect,Siricidae,Tremex columba,Pigeon Tremex,In Review,,,,,
GRSM-5740,Insect,Tenthredinidae,Ametastegia aperta,None,In Review,,,,,
GRSM-5752,Insect,Tenthredinidae,Caliroa lorata,None,In Review,,,,,
GRSM-5753,Insect,Tenthredinidae,Caliroa lunata,None,In Review,,,,,
GRSM-5755,Insect,Tenthredinidae,Caliroa quercuscoccinea,None,In Review,,,,,
GRSM-5767,Insect,Tenthredinidae,Dolerus unicolor,None,In Review,,,,,
GRSM-5774,Insect,Tenthredinidae,Hemichroa crocea,Striped Alder Sawfly,In Review,,,,,
GRSM-5782,Insect,Tenthredinidae,Hoplocampa ritcheri,None,In Review,,,,,
GRSM-5794,Insect,Tenthredinidae,Macrophya goniphora,None,In Review,,,,,
GRSM-5802,Insect,Tenthredinidae,Macrophya pulchella,None,In Review,,,,,
GRSM-5805,Insect,Tenthredinidae,Macrophya tibiator,None,In Review,,,,,
GRSM-5807,Insect,Tenthredinidae,Macrophya varia,None,In Review,,,,,
GRSM-5811,Insect,Tenthredinidae,Monophadnoides geniculatus,Raspberry Sawfly,In Review,,,,,
GRSM-5822,Insect,Tenthredinidae,Nematus erythrogaster,None,In Review,,,,,
GRSM-5823,Insect,Tenthredinidae,Nematus laticulus,None,In Review,,,,,
GRSM-5839,Insect,Tenthredinidae,Paracharactus rudis,None,In Review,,,,,
GRSM-5855,Insect,Tenthredinidae,Priophorus pallipes,None,In Review,,,,,
GRSM-5862,Insect,Tenthredinidae,Pristiphora mollis,None,In Review,,,,,
GRSM-5865,Insect,Tenthredinidae,Pristiphora zella,None,In Review,,,,,
GRSM-5868,Insect,Tenthredinidae,Rhadinoceraea nubilipennis,None,In Review,,,,,
GRSM-5870,Insect,Tenthredinidae,Strongylogaster impressata,None,In Review,,,,,
GRSM-5874,Insect,Tenthredinidae,Strongylogaster soriculatipes,None,In Review,,,,,
GRSM-5879,Insect,Tenthredinidae,Taxonus proximus,None,In Review,,,,,
GRSM-5887,Insect,Tenthredinidae,Tenthredo rufopecta,None,In Review,,,,,
GRSM-5896,Insect,Trigonalyidae,Trigonalyidae,None,In Review,,,,,
GRSM-5898,Insect,Vespidae,Dolichovespula norvegicoides,None,In Review,Present,,,,
GRSM-5912,Insect,Xyelidae,Xyela minor,None,In Review,,,,,
GRSM-5927,Insect,Erebidae,Bomolocha bijugalis,None,In Review,Present,,,,
GRSM-5929,Insect,Erebidae,Catocala amatrix,None,In Review,Present,,,,
GRSM-5934,Insect,Erebidae,Catocala ilia,Ilia Underwing,In Review,Present,,,,
GRSM-5935,Insect,Erebidae,Catocala lacrymosa,Tearful Underwing,In Review,Present,,,,
GRSM-5938,Insect,Erebidae,Catocala obscura,None,In Review,Present,,,,
GRSM-5939,Insect,Erebidae,Catocala piatrix,None,In Review,Present,,,,
GRSM-5941,Insect,Erebidae,Catocala similis,None,In Review,Present,,,,
GRSM-5960,Insect,Geometridae,Anticlea vasiliata,Variable Carpet,In Review,,,,,
GRSM-5963,Insect,Geometridae,Campaea perlata,"Fringed Looper, Light Emerald, Pale Beauty",In Review,Present,,,,
GRSM-5971,Insect,Geometridae,Disclisioprocta stellata,None,In Review,,,,,
GRSM-5974,Insect,Geometridae,Ectropis crepuscularia,Small Engrailed,In Review,Present,,,,
GRSM-5981,Insect,Geometridae,Euchlaena irraria,Least-Marked Euchlaena,In Review,Present,,,,
GRSM-5988,Insect,Geometridae,Euphyia unangulata,None,In Review,Present,,,,
GRSM-6022,Insect,Geometridae,Nemoria lixaria,Red-Bordered Emerald Moth,In Review,Present,,,,
GRSM-6027,Insect,Geometridae,Perizoma basaliata,Square-Patched Carpet Moth,In Review,Present,,,,
GRSM-6028,Insect,Geometridae,Pero morrisonaria,Morrison's Pero,In Review,Present,,,,
GRSM-6033,Insect,Geometridae,Plagodis serinaria,Lemon Plagodis,In Review,Present,,,,
GRSM-6045,Insect,Geometridae,Semiothisa granitata,None,In Review,Present,,,,
GRSM-6047,Insect,Geometridae,Semiothisa promiscuata,None,In Review,Present,,,,
GRSM-6057,Insect,Geometridae,Xanthorhoe labradorensis,Labrador Carpet Moth,In Review,Present,,,,
GRSM-6058,Insect,Geometridae,Xanthorhoe lacustrata,Toothed Brown Carpet,In Review,Present,,,,
GRSM-6060,Insect,Geometridae,Xanthotype urticaria,None,In Review,Present,,,,
GRSM-6062,Insect,Gracillariidae,Phyllonorycter rhododenrella,None,In Review,Present,,,,
GRSM-6076,Insect,Hesperiidae,Erynnis horatius,Horace's Duskywing,In Review,Present,,,,
